ID,korisnik,aktivnost,datum,trajanje_min,kalorije,otkucaji,deleted
7195,Nikola Simić,Teretana,2025-07-18,139,737,197,0
7196,Ivana Jovanović,Biciklizam,2024-07-21,50,689,62,0
7197,Petar Popović,Teretana,2024-06-28,79,1144,148,0
7198,Stefan Jovanović,Joga,2024-07-18,72,637,159,0
7199,Vladimir Jovanović,Trčanje,2025-07-29,100,362,159,0
7200,Teodora Radović,Trčanje,2025-11-28,146,971,194,0
7201,Aleksandar Radanović,Joga,2025-01-15,172,1209,127,0
7202,Stefan Radanović,Biciklizam,2025-03-24,66,1495,129,0
7203,Miloš Kovačević,Plivanje,2024-08-14,70,1349,150,0
7204,Vesna Jovanović,Trčanje,2024-03-23,126,1097,117,0
7205,Ivana Knežević,Biciklizam,2025-07-27,163,1181,82,0
7206,Ana Dimitrijević,Trčanje,2024-03-02,19,512,163,0
7207,Marko Ilić,Biciklizam,2025-09-03,179,106,139,0
7208,Marko Popović,Joga,2025-10-07,104,1083,133,0
7209,Jelena Popović,Plivanje,2024-05-14,141,505,188,0
7210,Ivana Vuković,Joga,2024-03-04,160,1318,188,0
7211,Petar Ristić,Trčanje,2025-02-14,81,701,144,0
7212,Marko Matić,Trčanje,2025-05-20,34,1153,189,0
7213,Dragana Đorđević,Plivanje,2024-11-02,179,114,65,0
7214,Nemanja Marković,Biciklizam,2024-03-30,92,1415,70,0
7215,Miloš Dimitrijević,Plivanje,2025-07-15,82,862,196,0
7216,Ana Vuković,Joga,2025-10-25,170,455,123,0
7217,Vesna Tadić,Biciklizam,2024-05-03,153,382,197,0
7218,Kristina Lukić,Plivanje,2025-11-14,15,890,177,0
7219,Vladimir Vasić,Biciklizam,2025-12-08,21,655,92,0
7220,Danijel Matić,Teretana,2024-07-01,97,1370,183,0
7221,Vesna Kovačević,Biciklizam,2024-02-06,10,78,200,0
7222,Dragana Lukić,Plivanje,2025-03-20,121,1500,75,0
7223,Petar Radanović,Plivanje,2025-06-23,40,469,148,0
7224,Vesna Lukić,Biciklizam,2024-04-11,158,416,108,0
7225,Milan Radanović,Plivanje,2024-02-12,77,202,103,0
7226,Miloš Milenković,Plivanje,2025-05-21,39,1012,103,0
7227,Jovana Vasić,Plivanje,2024-05-26,43,1246,106,0
7228,Sara Božić,Teretana,2025-01-28,59,510,176,0
7229,Petar Ilić,Joga,2024-03-22,53,368,117,0
7230,Miloš Janković,Teretana,2025-10-25,101,1280,92,0
7231,Filip Ilić,Joga,2025-04-06,94,1149,124,0
7232,Nikolina Pavlović,Trčanje,2024-09-21,43,1475,199,0
7233,Jelena Pavlović,Biciklizam,2025-04-08,178,898,125,0
7234,Katarina Ilić,Teretana,2025-10-18,92,210,147,0
7235,Milan Knežević,Biciklizam,2024-11-28,50,662,66,0
7236,Vesna Janković,Biciklizam,2025-09-11,95,404,170,0
7237,Nikolina Stojić,Trčanje,2025-02-22,89,633,71,0
7238,Nikolina Božić,Joga,2024-05-08,169,131,150,0
7239,Aleksandar Stojić,Joga,2024-07-24,165,593,86,0
7240,Marija Milošević,Plivanje,2024-10-04,148,543,150,0
7241,Vesna Milošević,Plivanje,2024-01-23,28,379,184,0
7242,Vladimir Knežević,Teretana,2024-05-31,43,57,161,0
7243,Marko Marković,Trčanje,2024-11-10,142,442,88,0
7244,Nikolina Janković,Plivanje,2025-01-20,19,709,135,0
7245,Milica Milošević,Plivanje,2024-05-19,131,526,160,0
7246,Nikolina Vukić,Joga,2024-07-01,137,261,164,0
7247,Stefanija Vuković,Trčanje,2024-02-11,10,210,96,0
7248,Teodora Božić,Trčanje,2024-12-17,19,82,149,0
7249,Ivana Vasić,Biciklizam,2025-02-25,174,371,107,0
7250,Ivana Lukić,Teretana,2024-04-07,158,72,106,0
7251,Stefanija Tadić,Teretana,2024-11-30,109,341,145,0
7252,Marija Nikolić,Trčanje,2024-12-20,131,1384,83,0
7253,Milica Janković,Teretana,2025-02-06,12,111,143,0
7254,Tanja Pavlović,Biciklizam,2025-12-24,50,1077,191,0
7255,Stefan Ilić,Trčanje,2024-02-27,12,1094,67,0
7256,Luka Miladinović,Trčanje,2024-12-24,49,1296,121,0
7257,Ivana Tadić,Biciklizam,2024-08-04,50,240,87,0
7258,Luka Ilić,Plivanje,2025-11-23,152,578,97,0
7259,Danijel Aleksić,Biciklizam,2024-06-09,26,321,199,0
7260,Milica Knežević,Trčanje,2025-09-09,64,1260,115,0
7261,Miloš Simić,Joga,2025-10-30,82,1263,196,0
7262,Aleksa Lukić,Trčanje,2024-12-15,71,1128,163,0
7263,Aleksa Petrović,Trčanje,2025-10-02,180,958,106,0
7264,Nikola Popović,Plivanje,2025-09-11,180,1006,198,0
7265,Aleksa Janković,Joga,2025-08-10,116,337,141,0
7266,Vladimir Radović,Plivanje,2024-06-09,172,1085,139,0
7267,Dragana Ristić,Joga,2025-01-09,45,1128,183,0
7268,Stefan Vukić,Plivanje,2024-01-18,148,1192,192,0
7269,Vladimir Janković,Biciklizam,2024-02-06,150,985,167,0
7270,Aleksa Simić,Plivanje,2024-02-23,20,228,172,0
7271,Ana Matić,Biciklizam,2024-02-14,157,194,186,0
7272,Milica Jovanović,Trčanje,2024-12-14,115,603,66,0
7273,Filip Knežević,Biciklizam,2025-09-02,44,137,186,0
7274,Dragana Vasić,Trčanje,2025-03-29,38,808,167,0
7275,Petar Milošević,Joga,2025-07-06,36,870,105,0
7276,Marko Milošević,Plivanje,2025-08-14,63,1433,71,0
7277,Ivana Milenković,Plivanje,2024-07-19,47,632,127,0
7278,Filip Đorđević,Trčanje,2025-08-09,78,398,117,0
7279,Tanja Janković,Plivanje,2025-01-21,26,501,62,0
7280,Marko Ilić,Teretana,2024-05-10,66,1423,192,0
7281,Tanja Petrović,Joga,2024-06-17,20,64,61,0
7282,Sara Stojić,Joga,2024-05-06,32,457,158,0
7283,Milica Stojić,Teretana,2024-03-31,65,77,107,0
7284,Milan Vukić,Joga,2024-07-17,65,1038,65,0
7285,Jovana Milenković,Joga,2024-01-23,115,190,109,0
7286,Danijel Simić,Biciklizam,2025-11-30,56,1029,139,0
7287,Kristina Popović,Biciklizam,2025-04-27,15,1318,68,0
7288,Vladimir Kovačević,Joga,2025-10-09,142,696,127,0
7289,Stefanija Aleksić,Joga,2024-10-14,20,673,62,0
7290,Ivana Božić,Biciklizam,2024-01-22,27,1346,91,0
7291,Kristina Miladinović,Biciklizam,2024-01-03,129,1091,155,0
7292,Luka Aleksić,Biciklizam,2024-09-19,136,412,189,0
7293,Katarina Milenković,Trčanje,2025-12-17,115,175,126,0
7294,Aleksandar Janković,Joga,2025-04-15,89,747,141,0
7295,Vladimir Tadić,Trčanje,2024-10-31,70,844,78,0
7296,Ivana Aleksić,Plivanje,2024-03-17,13,718,123,0
7297,Marija Janković,Plivanje,2024-11-06,122,563,71,0
7298,Tanja Lukić,Trčanje,2024-08-03,23,585,143,0
7299,Aleksandar Marković,Biciklizam,2024-04-04,76,775,169,0
7300,Marko Radanović,Biciklizam,2025-10-13,115,869,199,0
7301,Vesna Vasić,Teretana,2024-02-29,13,1121,130,0
7302,Marko Milenković,Joga,2024-10-17,23,1424,77,0
7303,Stefanija Milošević,Joga,2025-06-19,170,1132,176,0
7304,Katarina Stojić,Biciklizam,2024-01-05,61,401,111,0
7305,Petar Petrović,Biciklizam,2025-08-30,52,182,132,0
7306,Dragana Milenković,Teretana,2025-04-08,49,1073,67,0
7307,Nikolina Radanović,Joga,2024-01-28,39,181,112,0
7308,Aleksa Knežević,Joga,2025-09-24,47,618,115,0
7309,Teodora Miladinović,Trčanje,2024-01-13,176,104,75,0
7310,Aleksandar Dimitrijević,Trčanje,2024-11-16,89,501,65,0
7311,Ivana Miladinović,Plivanje,2024-01-11,113,692,85,0
7312,Marija Milenković,Biciklizam,2024-06-11,98,1376,188,0
7313,Marija Dimitrijević,Plivanje,2025-01-23,18,1295,143,0
7314,Aleksa Aleksić,Trčanje,2025-12-18,63,1173,165,0
7315,Aleksandar Vasić,Trčanje,2025-09-05,11,849,107,0
7316,Teodora Tadić,Plivanje,2024-06-06,100,358,119,0
7317,Danijel Miladinović,Joga,2024-09-08,42,84,93,0
7318,Stefanija Nikolić,Biciklizam,2025-09-17,145,1194,186,0
7319,Marko Kovačević,Teretana,2025-05-04,67,625,156,0
7320,Ana Vukić,Joga,2024-09-04,35,1031,133,0
7321,Dragana Marković,Plivanje,2024-05-15,81,507,93,0
7322,Miloš Ristić,Trčanje,2024-06-25,39,233,140,0
7323,Stefanija Milenković,Joga,2024-09-28,98,341,63,0
7324,Tanja Milošević,Joga,2025-01-01,136,745,172,0
7325,Tanja Radović,Plivanje,2024-08-04,137,283,189,0
7326,Milan Stojić,Biciklizam,2024-07-14,52,1121,65,0
7327,Nikola Miladinović,Teretana,2024-08-03,145,640,133,0
7328,Stefan Đorđević,Teretana,2025-08-29,159,831,139,0
7329,Katarina Radović,Joga,2025-06-03,82,869,182,0
7330,Nemanja Matić,Plivanje,2024-03-16,114,768,129,0
7331,Teodora Lukić,Plivanje,2024-05-09,171,760,67,0
7332,Stefan Popović,Trčanje,2024-04-29,51,148,97,0
7333,Jovana Matić,Trčanje,2024-10-10,125,1067,110,0
7334,Aleksa Nikolić,Plivanje,2025-05-27,46,930,77,0
7335,Teodora Nikolić,Biciklizam,2025-08-16,127,231,114,0
7336,Nikola Radanović,Biciklizam,2024-12-17,117,1277,72,0
7337,Milica Vasić,Joga,2025-09-22,123,1090,186,0
7338,Luka Milenković,Plivanje,2025-05-08,128,163,73,0
7339,Jelena Stanković,Trčanje,2024-12-28,74,1175,180,0
7340,Nikolina Popović,Plivanje,2024-01-22,95,451,123,0
7341,Ivana Dimitrijević,Trčanje,2024-01-16,166,535,136,0
7342,Nikola Jovanović,Trčanje,2024-01-15,89,1372,108,0
7343,Dragana Stojić,Biciklizam,2024-02-19,27,1122,97,0
7344,Nikolina Vasić,Plivanje,2024-04-25,119,859,184,0
7345,Marko Božić,Plivanje,2024-07-25,13,1015,186,0
7346,Danijel Lukić,Biciklizam,2024-06-11,116,1452,123,0
7347,Marko Stanković,Trčanje,2025-01-16,23,652,112,0
7348,Ivana Radović,Plivanje,2024-04-22,153,382,127,0
7349,Teodora Janković,Plivanje,2025-07-26,139,938,109,0
7350,Aleksa Miladinović,Joga,2024-12-10,38,1262,164,0
7351,Stefan Stojić,Trčanje,2025-04-29,36,547,180,0
7352,Luka Simić,Joga,2024-09-21,17,697,189,0
7353,Danijel Knežević,Plivanje,2024-09-02,78,795,74,0
7354,Nikolina Jovanović,Biciklizam,2025-08-27,16,582,136,0
7355,Jovana Stojić,Biciklizam,2024-06-18,117,1270,113,0
7356,Aleksandar Radović,Biciklizam,2024-11-30,24,425,71,0
7357,Filip Kovačević,Plivanje,2025-10-16,83,1128,73,0
7358,Danijel Petrović,Plivanje,2024-01-06,95,269,117,0
7359,Ana Tadić,Trčanje,2025-09-16,51,1178,80,0
7360,Jovana Popović,Biciklizam,2024-06-11,117,1369,130,0
7361,Marko Đorđević,Teretana,2025-12-10,138,533,136,0
7362,Sara Kovačević,Trčanje,2024-09-10,151,1001,145,0
7363,Sara Vuković,Biciklizam,2024-11-30,76,1150,68,0
7364,Petar Radović,Plivanje,2024-07-04,42,370,112,0
7365,Teodora Kovačević,Trčanje,2025-05-29,149,249,162,0
7366,Teodora Stojić,Biciklizam,2025-08-27,128,447,169,0
7367,Ivana Božić,Biciklizam,2025-12-08,108,438,104,0
7368,Jovana Vuković,Trčanje,2025-11-06,168,817,164,0
7369,Tanja Ilić,Plivanje,2024-03-26,111,268,107,0
7370,Jovana Nikolić,Plivanje,2024-03-05,75,949,167,0
7371,Filip Janković,Biciklizam,2024-09-29,129,164,127,0
7372,Tanja Jovanović,Teretana,2025-12-20,88,285,119,0
7373,Teodora Aleksić,Teretana,2025-12-13,117,707,174,0
7374,Tanja Tadić,Plivanje,2024-11-14,77,923,137,0
7375,Stefanija Ristić,Joga,2025-07-11,21,355,118,0
7376,Nikolina Stanković,Trčanje,2025-02-19,149,1111,136,0
7377,Kristina Petrović,Biciklizam,2025-09-12,78,381,142,0
7378,Teodora Jovanović,Biciklizam,2025-04-24,94,871,150,0
7379,Dragana Tadić,Plivanje,2024-05-31,153,605,190,0
7380,Marko Radović,Joga,2025-01-18,38,585,60,0
7381,Sara Đorđević,Biciklizam,2024-09-06,22,119,183,0
7382,Danijel Jovanović,Trčanje,2025-03-02,40,1048,128,0
7383,Vladimir Stanković,Biciklizam,2024-10-04,125,198,93,0
7384,Petar Simić,Teretana,2025-06-30,130,1019,195,0
7385,Ana Pavlović,Trčanje,2025-11-28,82,498,151,0
7386,Aleksandar Jovanović,Trčanje,2025-08-27,170,947,177,0
7387,Ana Miladinović,Trčanje,2024-08-28,36,471,157,0
7388,Vladimir Aleksić,Joga,2025-02-22,55,1197,105,0
7389,Ivana Đorđević,Biciklizam,2024-05-25,143,899,87,0
7390,Dragana Matić,Biciklizam,2025-08-21,81,591,116,0
7391,Teodora Milošević,Biciklizam,2024-08-23,147,1265,105,0
7392,Petar Matić,Plivanje,2024-03-25,149,226,191,0
7393,Milica Jovanović,Trčanje,2024-03-16,85,726,99,0
7394,Stefan Vasić,Trčanje,2025-08-30,33,656,170,0
7395,Nemanja Lukić,Trčanje,2025-12-11,142,229,88,0
7396,Milica Aleksić,Teretana,2025-06-02,143,1005,192,0
7397,Marko Vukić,Biciklizam,2025-03-10,165,859,171,0
7398,Stefanija Marković,Biciklizam,2025-12-27,47,167,139,0
7399,Luka Knežević,Joga,2025-08-24,83,1402,93,0
7400,Miloš Milošević,Plivanje,2025-02-21,93,1364,162,0
7401,Stefan Miladinović,Plivanje,2025-08-01,138,834,149,0
7402,Ivana Vasić,Trčanje,2025-06-20,163,168,62,0
7403,Filip Radović,Joga,2025-05-05,75,1078,130,0
7404,Katarina Janković,Teretana,2024-04-30,52,356,86,0
7405,Nemanja Vasić,Teretana,2025-09-10,86,823,191,0
7406,Stefanija Kovačević,Plivanje,2025-06-22,47,225,113,0
7407,Petar Lukić,Plivanje,2025-10-16,150,682,188,0
7408,Ivana Radović,Biciklizam,2025-08-06,78,1135,193,0
7409,Jovana Jovanović,Biciklizam,2024-02-06,141,1335,172,0
7410,Tanja Dimitrijević,Biciklizam,2024-10-04,151,1356,81,0
7411,Milica Nikolić,Trčanje,2024-03-12,93,1138,105,0
7412,Nikola Pavlović,Teretana,2025-02-11,75,1407,102,0
7413,Nikolina Kovačević,Joga,2025-05-24,134,657,194,0
7414,Kristina Ilić,Joga,2024-04-16,42,1420,197,0
7415,Kristina Stojić,Joga,2024-10-18,111,550,129,0
7416,Ivana Simić,Biciklizam,2025-09-28,10,1270,110,0
7417,Luka Dimitrijević,Joga,2025-12-21,125,1239,145,0
7418,Marko Stojić,Teretana,2024-07-11,82,913,153,0
7419,Vesna Vuković,Biciklizam,2024-06-23,125,634,103,0
7420,Milica Marković,Joga,2024-03-19,105,994,160,0
7421,Marko Vuković,Trčanje,2025-07-29,152,1134,189,0
7422,Aleksandar Stanković,Joga,2024-05-23,136,407,200,0
7423,Luka Pavlović,Teretana,2024-02-23,15,910,157,0
7424,Ivana Jovanović,Teretana,2024-01-11,41,222,158,0
7425,Kristina Đorđević,Joga,2024-02-21,20,1037,99,0
7426,Katarina Popović,Trčanje,2025-01-28,124,492,110,0
7427,Aleksandar Miladinović,Teretana,2025-05-03,25,1082,164,0
7428,Teodora Marković,Teretana,2025-04-17,14,963,133,0
7429,Miloš Matić,Teretana,2025-06-10,98,574,113,0
7430,Marija Božić,Biciklizam,2024-08-13,29,1310,172,0
7431,Vladimir Nikolić,Trčanje,2024-10-25,73,670,62,0
7432,Stefan Marković,Biciklizam,2025-06-12,118,1460,173,0
7433,Stefanija Dimitrijević,Plivanje,2025-08-13,180,1058,182,0
7434,Sara Dimitrijević,Trčanje,2025-10-01,69,437,126,0
7435,Ivana Simić,Trčanje,2025-11-12,44,1440,100,0
7436,Filip Vukić,Teretana,2025-07-06,12,683,119,0
7437,Kristina Knežević,Trčanje,2024-05-13,112,332,167,0
7438,Ana Jovanović,Joga,2025-04-03,152,291,147,0
7439,Miloš Radanović,Biciklizam,2024-06-04,128,1460,129,0
7440,Aleksandar Milenković,Trčanje,2025-09-08,175,1416,187,0
7441,Filip Vuković,Plivanje,2024-08-10,40,742,128,0
7442,Vladimir Simić,Biciklizam,2024-11-18,135,162,96,0
7443,Teodora Milenković,Teretana,2024-10-10,63,1133,188,0
7444,Nemanja Pavlović,Plivanje,2025-05-26,114,590,156,0
7445,Tanja Kovačević,Teretana,2024-07-20,37,1026,170,0
7446,Ivana Đorđević,Teretana,2025-08-26,29,228,188,0
7447,Jelena Milošević,Biciklizam,2025-05-27,27,302,122,0
7448,Jovana Ristić,Teretana,2025-07-19,111,604,96,0
7449,Vladimir Milenković,Biciklizam,2025-11-08,93,807,148,0
7450,Stefan Kovačević,Teretana,2024-08-11,65,1142,61,0
7451,Marko Jovanović,Teretana,2024-10-04,89,403,117,0
7452,Marko Aleksić,Joga,2025-04-11,44,79,161,0
7453,Vladimir Radanović,Joga,2025-09-19,130,430,99,0
7454,Nikolina Petrović,Trčanje,2025-01-03,164,521,70,0
7455,Marko Lukić,Trčanje,2024-07-07,107,1370,85,0
7456,Stefan Stanković,Trčanje,2025-11-07,129,264,162,0
7457,Milan Marković,Teretana,2025-05-25,150,1031,118,0
7458,Ivana Pavlović,Trčanje,2025-04-23,86,647,60,0
7459,Kristina Vasić,Joga,2024-11-01,77,1392,104,0
7460,Aleksa Jovanović,Trčanje,2024-08-07,165,1291,181,0
7461,Katarina Pavlović,Trčanje,2025-12-19,132,544,184,0
7462,Milan Tadić,Plivanje,2025-06-06,20,979,91,0
7463,Miloš Božić,Plivanje,2024-01-18,50,420,69,0
7464,Ivana Nikolić,Joga,2024-04-17,151,898,79,0
7465,Filip Aleksić,Biciklizam,2025-01-14,123,1306,183,0
7466,Nemanja Aleksić,Joga,2024-05-16,104,781,152,0
7467,Teodora Popović,Plivanje,2025-01-11,155,816,68,0
7468,Stefanija Vukić,Joga,2025-03-03,58,604,100,0
7469,Ivana Radanović,Teretana,2024-01-06,65,857,91,0
7470,Nikola Božić,Joga,2024-05-17,32,1035,198,0
7471,Milica Đorđević,Teretana,2024-03-20,33,834,156,0
7472,Stefanija Petrović,Trčanje,2025-09-24,135,1272,179,0
7473,Nikola Tadić,Teretana,2024-12-11,156,1111,183,0
7474,Vladimir Jovanović,Trčanje,2025-05-29,107,254,111,0
7475,Ivana Vukić,Plivanje,2024-07-20,63,453,102,0
7476,Sara Aleksić,Teretana,2024-01-16,171,1088,149,0
7477,Marija Stanković,Trčanje,2024-05-18,80,611,193,0
7478,Filip Petrović,Teretana,2024-05-20,26,285,88,0
7479,Milan Popović,Plivanje,2025-12-16,89,604,93,0
7480,Marko Stojić,Joga,2024-09-06,119,233,103,0
7481,Milica Radović,Joga,2025-08-13,25,621,65,0
7482,Milica Radanović,Teretana,2024-09-19,33,1495,102,0
7483,Nikola Đorđević,Joga,2025-07-27,49,1171,77,0
7484,Marko Radanović,Plivanje,2025-05-12,98,617,72,0
7485,Katarina Dimitrijević,Teretana,2024-10-07,131,744,179,0
7486,Filip Jovanović,Plivanje,2024-01-09,13,80,171,0
7487,Nikolina Knežević,Plivanje,2025-03-05,52,1483,71,0
7488,Aleksandar Ristić,Teretana,2025-04-22,125,1172,66,0
7489,Tanja Jovanović,Biciklizam,2025-11-11,143,1431,71,0
7490,Jelena Marković,Trčanje,2024-06-09,158,827,83,0
7491,Miloš Stojić,Teretana,2024-08-14,32,128,187,0
7492,Stefan Janković,Trčanje,2025-04-17,172,458,178,0
7493,Vladimir Đorđević,Trčanje,2025-11-02,152,496,145,0
7494,Danijel Pavlović,Plivanje,2025-10-15,120,247,190,0
7495,Miloš Jovanović,Plivanje,2024-04-30,176,1055,174,0
7496,Jelena Kovačević,Plivanje,2025-07-18,71,499,174,0
7497,Marija Jovanović,Trčanje,2025-04-02,136,427,156,0
7498,Petar Aleksić,Trčanje,2024-09-26,14,831,79,0
7499,Filip Ristić,Plivanje,2024-07-21,25,899,67,0
7500,Sara Stanković,Joga,2024-06-06,102,1369,120,0
7501,Ana Popović,Teretana,2025-09-27,179,1434,131,0
7502,Ana Stojić,Trčanje,2025-05-06,146,687,114,0
7503,Nikola Lukić,Joga,2024-01-23,68,1351,91,0
7504,Kristina Milošević,Plivanje,2024-03-30,129,385,85,0
7505,Petar Đorđević,Joga,2025-09-24,14,600,166,0
7506,Marija Vasić,Plivanje,2024-08-09,21,687,116,0
7507,Dragana Dimitrijević,Teretana,2025-10-07,113,376,140,0
7508,Marko Stanković,Biciklizam,2024-09-11,116,204,83,0
7509,Filip Tadić,Joga,2024-10-15,27,106,188,0
7510,Marko Simić,Plivanje,2025-01-28,177,236,83,0
7511,Nemanja Janković,Teretana,2024-07-04,45,52,115,0
7512,Milica Kovačević,Teretana,2024-01-19,107,1377,199,0
7513,Miloš Nikolić,Joga,2024-01-15,156,1428,136,0
7514,Marko Vasić,Biciklizam,2025-01-30,143,1304,106,0
7515,Stefanija Jovanović,Joga,2024-03-02,104,91,128,0
7516,Jelena Nikolić,Teretana,2025-03-28,101,1154,142,0
7517,Luka Tadić,Plivanje,2025-01-06,132,153,118,0
7518,Marko Dimitrijević,Joga,2024-03-07,165,174,107,0
7519,Nikola Milenković,Biciklizam,2024-05-05,69,790,81,0
7520,Ana Petrović,Plivanje,2025-06-04,74,998,158,0
7521,Jovana Ilić,Joga,2024-09-29,53,874,179,0
7522,Aleksa Stanković,Plivanje,2025-02-10,91,1413,139,0
7523,Vladimir Lukić,Joga,2025-12-10,170,275,125,0
7524,Jovana Kovačević,Plivanje,2024-08-26,92,713,82,0
7525,Kristina Radanović,Trčanje,2024-04-17,66,1222,186,0
7526,Milan Aleksić,Trčanje,2024-08-31,37,1451,190,0
7527,Petar Jovanović,Trčanje,2025-01-16,165,1238,148,0
7528,Marko Simić,Trčanje,2024-02-29,29,388,163,0
7529,Marko Tadić,Plivanje,2024-05-21,78,1359,129,0
7530,Jovana Đorđević,Joga,2025-05-01,161,572,180,0
7531,Tanja Stojić,Biciklizam,2024-08-06,48,1470,65,0
7532,Nikolina Miladinović,Trčanje,2025-09-16,66,261,66,0
7533,Teodora Matić,Biciklizam,2025-09-24,122,1211,60,0
7534,Nikola Janković,Trčanje,2025-02-04,111,561,70,0
7535,Danijel Vuković,Teretana,2024-04-27,102,457,64,0
7536,Stefanija Božić,Biciklizam,2024-02-10,104,322,187,0
7537,Ivana Marković,Plivanje,2025-10-30,125,956,140,0
7538,Stefan Ristić,Plivanje,2024-07-13,144,131,136,0
7539,Ivana Jovanović,Plivanje,2024-05-24,159,984,100,0
7540,Nemanja Ristić,Biciklizam,2024-08-03,94,337,96,0
7541,Sara Matić,Teretana,2025-09-24,180,357,197,0
7542,Milica Pavlović,Trčanje,2024-04-04,44,1051,182,0
7543,Katarina Stanković,Biciklizam,2024-11-22,28,1369,184,0
7544,Ana Knežević,Trčanje,2024-05-18,55,430,160,0
7545,Sara Jovanović,Joga,2025-11-02,94,811,193,0
7546,Luka Ristić,Joga,2024-08-31,165,481,188,0
7547,Marko Jovanović,Biciklizam,2025-11-02,109,296,73,0
7548,Nemanja Vukić,Biciklizam,2024-08-30,112,511,178,0
7549,Katarina Marković,Teretana,2025-08-11,158,1096,134,0
7550,Dragana Aleksić,Joga,2024-10-14,32,670,99,0
7551,Ivana Knežević,Teretana,2025-12-02,138,1019,69,0
7552,Kristina Pavlović,Trčanje,2024-08-30,127,749,119,0
7553,Filip Vasić,Biciklizam,2025-06-26,85,654,90,0
7554,Milica Matić,Teretana,2025-04-11,45,1329,194,0
7555,Nemanja Nikolić,Joga,2024-02-15,169,171,133,0
7556,Tanja Vasić,Teretana,2025-12-06,108,1369,173,0
7557,Kristina Stanković,Plivanje,2024-11-30,80,1042,64,0
7558,Luka Stojić,Joga,2024-04-24,74,447,185,0
7559,Ana Janković,Trčanje,2024-07-22,171,1057,113,0
7560,Nikolina Lukić,Plivanje,2025-03-15,86,1273,155,0
7561,Milan Vuković,Biciklizam,2024-01-17,153,960,175,0
7562,Ivana Pavlović,Joga,2024-05-27,140,1089,84,0
7563,Milan Nikolić,Joga,2024-02-28,160,405,139,0
7564,Vesna Radanović,Biciklizam,2025-10-07,60,256,135,0
7565,Vesna Ilić,Plivanje,2024-07-13,173,812,108,0
7566,Stefanija Miladinović,Plivanje,2025-02-04,150,117,171,0
7567,Tanja Miladinović,Teretana,2024-05-15,73,469,81,0
7568,Marko Nikolić,Plivanje,2025-05-10,136,1213,193,0
7569,Miloš Vasić,Trčanje,2024-05-14,87,1321,199,0
7570,Aleksandar Vukić,Teretana,2025-09-03,139,1134,141,0
7571,Vesna Đorđević,Plivanje,2025-09-23,73,81,91,0
7572,Tanja Božić,Plivanje,2025-04-19,103,257,188,0
7573,Vesna Ristić,Biciklizam,2024-07-14,165,366,145,0
7574,Aleksandar Jovanović,Biciklizam,2025-04-27,85,1150,96,0
7575,Filip Radanović,Plivanje,2024-01-31,36,422,130,0
7576,Teodora Vuković,Joga,2025-06-29,77,937,81,0
7577,Aleksandar Kovačević,Joga,2025-05-20,51,854,124,0
